Job Id,Work Type,Job Title,Experience,Qualifications,Salary Range,location,Country,Role,Job Description
5111,Part-Time,Mechanical Engineer,5 to 13 Years,BCA,$62K-$106K,Road Town,British Virgin Islands,Manufacturing Engineer,"Manufacturing Engineers optimize manufacturing processes, improve production efficiency, and ensure product quality in manufacturing environments.. Manufacturing processes knowledge CAD/CAM software proficiency Lean manufacturing principles Quality control and assurance Six Sigma certification. Improve manufacturing processes and production efficiency. Collaborate with production teams to implement lean manufacturing principles. Optimize manufacturing workflows and quality control."
5112,Temporary,Civil Engineer,2 to 12 Years,M.Com,$57K-$106K,Majuro,Marshall Islands,Structural Engineer,"A Structural Engineer designs and analyzes the structural integrity of buildings, bridges, and other structures. They ensure safety and compliance with engineering standards.. Structural engineering principles Structural analysis and design software (e.g., AutoCAD, SAP2000) Building codes and standards Project management Structural integrity assessment. Design and analyze structural components and systems for buildings and infrastructure projects. Ensure structural safety and compliance with codes and standards. Collaborate with architects and contractors."
5113,Full-Time,Sales Associate,0 to 12 Years,MBA,$63K-$120K,Yamoussoukro,Cote d'Ivoire,Retail Sales Associate,"A Retail Sales Associate assists customers in retail environments, helping them find products, providing product information, and ensuring a positive shopping experience.. Customer service Sales techniques Product knowledge Cash handling Communication skills. Assist customers in retail stores, answer questions, and provide product information. Process sales transactions and handle customer inquiries and returns. Maintain store displays and merchandising."
5114,Intern,Network Administrator,5 to 10 Years,B.Com,$61K-$108K,BogotÃ¡,Colombia,Network Engineer,"Design, implement, and maintain computer networks, troubleshoot network issues, and ensure network performance and security.. Network infrastructure design Routing and switching Network protocols (e.g., TCP/IP) Cisco or Juniper certifications Troubleshooting and diagnostics Security protocols Wireless networking Network monitoring Collaboration Problem-solving Attention to detail. Design, configure, and maintain network infrastructure. Troubleshoot network issues and optimize performance. Collaborate with IT teams on network projects."
5115,Contract,Software Engineer,5 to 13 Years,M.Tech,$58K-$80K,Muscat,Oman,Backend Developer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.. Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django). Develop server-side logic and databases using programming languages like Java, Python, or Node.js. Ensure data security and integrity. Implement APIs for seamless communication between frontend and backend."
5116,Intern,Pediatrician,5 to 11 Years,BBA,$61K-$116K,Yerevan,Armenia,Pediatric Surgeon,"Pediatric Surgeons specialize in performing surgical procedures on children, including infants and adolescents. They diagnose surgical conditions, perform surgeries, and collaborate with other healthcare professionals to ensure the best outcomes.. Pediatric surgery Surgical procedures for children Operating room protocols Patient care Surgical techniques Pediatric anesthesia. Perform surgical procedures on pediatric patients, including congenital abnormalities and injuries. Coordinate pre-operative and post-operative care. Ensure the well-being and recovery of young patients."
5117,Part-Time,UI Developer,2 to 14 Years,B.Tech,$64K-$89K,Tehran,"Iran, Islamic Rep.",UX/UI Designer,"A UX/UI Designer focuses on enhancing user experiences by designing intuitive interfaces. They consider user needs and preferences to create visually appealing and functional designs.. User experience (UX) design User interface (UI) design Wireframing and prototyping Usability testing Design tools like Sketch or Figma. Design user interfaces and experiences, focusing on usability and user-centered design principles. Create wireframes and prototypes. Conduct user testing and gather feedback for design improvements."
5118,Temporary,Procurement Specialist,4 to 8 Years,BBA,$57K-$109K,Damascus,Syrian Arab Republic,Sourcing Analyst,"Sourcing Analysts research and analyze potential suppliers, evaluate procurement strategies, and negotiate contracts to secure cost-effective and quality supplies.. Sourcing strategies Supplier evaluation Market research Cost analysis Contract negotiation. Identify and evaluate potential suppliers and sourcing opportunities. Analyze market trends and supplier performance. Negotiate contracts and terms with suppliers."
5119,Temporary,Human Resources Manager,5 to 13 Years,MCA,$55K-$120K,Tripoli,Libya,Employee Relations Specialist,"Employee Relations Specialists focus on maintaining positive relationships between employees and the organization. They address workplace issues, conduct investigations, mediate conflicts, and promote a healthy and productive work environment.. Employee conflict resolution HR compliance Employee engagement Communication skills. Address employee concerns, resolve conflicts, and implement HR policies and programs to foster a positive work environment. Conduct investigations and recommend corrective actions. Promote employee engagement and satisfaction."
5120,Part-Time,Financial Advisor,1 to 13 Years,BBA,$56K-$130K,Praia,Cabo Verde,Retirement Planner,"Retirement Planners assist clients in planning for retirement, including savings strategies, pension options, and retirement income planning.. Retirement planning Social security Investment products Tax planning Estate planning. Specialize in retirement planning, helping clients prepare for financial security in retirement. Create retirement income plans and strategies. Address tax and estate planning considerations."
5121,Contract,Sales Consultant,4 to 15 Years,B.Com,$59K-$96K,Windhoek,Namibia,Sales Trainer,"Sales Trainers develop and deliver training programs to sales teams. They teach sales techniques, product knowledge, and communication skills to improve the performance and effectiveness of sales representatives.. Sales training Sales coaching Training program development Sales techniques Product knowledge Presentation skills. Train and onboard new sales team members. Develop training materials and sales scripts. Conduct sales coaching and performance evaluations."
5122,Temporary,Project Manager,1 to 11 Years,BA,$56K-$93K,Hanoi,Vietnam,IT Project Manager,"IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders.. Project management Team leadership Risk management Budgeting Communication skills. Plan and oversee IT projects, manage project teams, and ensure successful project delivery within scope, time, and budget. Define project objectives and requirements. Monitor project progress and risks."
5123,Part-Time,Occupational Therapist,3 to 11 Years,MCA,$59K-$126K,Dhaka,Bangladesh,Geriatric Occupational Therapist,"A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.. Geriatric assessment and evaluation Geriatric-specific occupational therapy techniques Aging-related conditions (e.g., dementia, arthritis) Fall prevention strategies Care coordination with healthcare teams Assistive technology for seniors Patient advocacy Empathy and compassion Communication skills. Focus on older adults, helping them regain independence and adapt to age-related challenges. Conduct assessments and recommend assistive devices. Enhance quality of life through therapy interventions."
5124,Full-Time,Office Manager,2 to 14 Years,BCA,$62K-$93K,Apia,American Samoa,Office Coordinator,"Office Coordinators provide administrative support within an office. They assist with tasks like scheduling, record-keeping, and communication to ensure efficient office operations.. Office administration Calendar management Reception duties Communication skills Record keeping Office supplies management. Coordinate office activities and workflow. Assist with document management and filing. Manage office supplies and vendor relationships."
5125,Contract,Legal Assistant,1 to 11 Years,MBA,$56K-$85K,Suva,Fiji,Paralegal,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.. Legal research Document drafting Case management E-filing Legal databases (e.g., LexisNexis) Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency. Assist lawyers in legal research, document preparation, and case management. Draft legal documents and pleadings. Organize and maintain case files."
5126,Contract,Project Manager,3 to 11 Years,M.Com,$60K-$122K,Yamoussoukro,Cote d'Ivoire,Construction Project Manager,"The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery.. Construction management Budgeting Contract negotiation Safety regulations. Oversee construction projects, including budgeting, scheduling, and coordination of subcontractors. Ensure compliance with safety regulations. Communicate project status to stakeholders."
5127,Contract,Marketing Analyst,2 to 9 Years,M.Com,$58K-$90K,Douglas,Isle of Man,Digital Marketing Analyst,"Analyze digital marketing campaigns, track performance metrics, and optimize online marketing strategies.. Digital marketing strategies Analytics and reporting SEO and SEM Social media marketing Email marketing Data interpretation Marketing automation tools A/B testing Communication skills Problem-solving Attention to detail Marketing knowledge. Focus on digital marketing data analysis, including website traffic, SEO, and social media metrics. Optimize digital marketing campaigns based on data-driven insights. Report on digital marketing performance."
5128,Full-Time,Financial Advisor,5 to 9 Years,PhD,$64K-$115K,Damascus,Syrian Arab Republic,Wealth Management Advisor,"Wealth Management Advisors provide comprehensive financial planning and investment management services to high-net-worth individuals and families.. Wealth management strategies Asset allocation Estate planning Tax management Client relationship management. Manage high-net-worth clients financial portfolios and assets. Offer comprehensive wealth management services, including estate planning and asset allocation. Provide personalized financial guidance."
5129,Contract,Electrical Engineer,0 to 15 Years,BA,$57K-$105K,The City of Hamilton,Bermuda,Electronics Hardware Engineer,"Electronics Hardware Engineers develop and design electronic components and systems, from circuit boards to hardware prototypes, ensuring functionality and performance.. Electronics design PCB layout Embedded systems Circuit analysis Troubleshooting. Develop electronic hardware components and circuits for various applications. Conduct testing and validation of electronic systems. Collaborate with cross-functional teams on product development."
5130,Part-Time,Interior Designer,1 to 14 Years,BBA,$57K-$101K,Kuala Lumpur,Malaysia,Residential Interior Designer,"A Residential Interior Designer plans and designs interior spaces in homes. They select furnishings, colors, and layouts to create functional and aesthetically pleasing environments.. Residential interior design Space planning Color theory and selection Furniture and materials selection 3D modeling and rendering. Plan and design interiors for residential spaces, considering aesthetics and functionality. Select furniture, materials, and color schemes. Create design concepts and layout plans."
5131,Contract,Civil Engineer,5 to 12 Years,M.Com,$62K-$94K,Lima,Peru,Water Resources Engineer,"A Water Resources Engineer manages and develops water-related projects, such as dams, irrigation systems, and flood control measures, to ensure water resource sustainability.. Water resources engineering Hydrology and hydraulics Environmental impact assessment Water resource modeling software Watershed management. Focus on water-related projects, such as flood control, water supply, and wastewater treatment. Design and manage water resource systems and infrastructure. Address water quality and conservation issues."
5132,Temporary,Marketing Coordinator,0 to 11 Years,BA,$59K-$120K,Nicosia,Cyprus,Marketing Specialist,"Marketing Specialists develop and implement marketing campaigns, analyze market trends, and promote products or services to target audiences.. Market research and analysis Content creation and copywriting Social media management SEO and digital marketing Marketing automation tools proficiency. Assist in the development and execution of marketing campaigns and strategies. Create marketing collateral and content. Monitor and report on marketing performance metrics."
5133,Intern,Administrative Assistant,0 to 12 Years,MBA,$56K-$84K,Tallinn,Estonia,Executive Assistant,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.. Calendar management Travel coordination Meeting scheduling Correspondence and communication Office organization Confidentiality Time management Problem-solving Attention to detail Communication skills Technology proficiency (e.g., MS Office). Provide high-level administrative support to executives, including managing schedules and communications. Coordinate meetings and travel arrangements. Handle confidential information with discretion."
5134,Intern,SEO Specialist,2 to 14 Years,B.Tech,$57K-$104K,Managua,Nicaragua,Technical SEO Specialist,"Technical SEO Specialists optimize website infrastructure, addressing issues like site speed, mobile-friendliness, and structured data to enhance search engine visibility.. Technical SEO audits Website crawl analysis Schema markup XML sitemaps Canonicalization. Identify and resolve technical SEO issues, such as crawl errors, website speed, and mobile-friendliness. Implement schema markup and structured data. Ensure website indexing and sitemap accuracy."
5135,Part-Time,Civil Engineer,3 to 11 Years,M.Tech,$58K-$118K,Bridgetown,Barbados,Water Resources Engineer,"A Water Resources Engineer manages and develops water-related projects, such as dams, irrigation systems, and flood control measures, to ensure water resource sustainability.. Water resources engineering Hydrology and hydraulics Environmental impact assessment Water resource modeling software Watershed management. Focus on water-related projects, such as flood control, water supply, and wastewater treatment. Design and manage water resource systems and infrastructure. Address water quality and conservation issues."
5136,Contract,Business Development Manager,4 to 8 Years,B.Com,$58K-$118K,Moroni,Comoros,Market Expansion Manager,"A Market Expansion Manager strategizes and executes plans to expand the companys presence in new markets, identifying growth opportunities and optimizing market penetration.. Market expansion strategies Market research Sales planning and execution. Develop and execute plans to expand market presence and reach new customers. Conduct market research and competitor analysis. Evaluate market trends and opportunities."
5137,Temporary,Customer Success Manager,0 to 15 Years,MBA,$56K-$84K,Luxembourg,Luxembourg,Customer Support Specialist,"A Customer Support Specialist assists customers with inquiries or issues related to a companys products or services. They provide solutions and maintain customer satisfaction.. Customer service Problem-solving Communication skills Ticketing system usage Product knowledge. Provide responsive and effective customer support, addressing inquiries and resolving issues. Escalate and track customer cases as needed. Document customer interactions and feedback."
5138,Intern,Nurse Manager,2 to 9 Years,MBA,$60K-$83K,Zagreb,Croatia,Clinical Nurse Manager,"Clinical Nurse Managers lead and supervise nursing staff in clinical settings. They coordinate patient care, manage resources, and support nursing teams in providing safe and effective patient treatment.. Clinical nursing Patient assessment Care planning Staff development Healthcare protocols Communication skills Problem-solving abilities. Manage clinical nursing teams in hospitals or medical facilities. Supervise patient care and treatment plans. Monitor patient outcomes and quality of care."
5139,Temporary,Research Scientist,4 to 11 Years,B.Com,$57K-$94K,Skopje,"Macedonia, FYR",Research Analyst,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning.. Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills. Collect and compile data from various sources. Assist in the preparation of research proposals and project documentation. Support research activities, literature reviews, and data validation."
5140,Full-Time,Network Administrator,5 to 8 Years,PhD,$63K-$118K,Havana,Cuba,Systems Administrator,"Manage and maintain an organizations IT infrastructure, including servers, hardware, and software systems.. System administration Server maintenance Active Directory Backup and recovery Cloud computing (e.g., AWS, Azure) Troubleshooting IT security best practices Collaboration Problem-solving Attention to detail Communication skills Technical knowledge. Administer servers and systems, ensuring uptime and reliability. Perform software installations and updates. Provide technical support to end-users."
5141,Contract,Sales Manager,2 to 15 Years,BA,$63K-$88K,Beijing,China,Key Account Manager,"Manage key client accounts, build strong relationships, and drive revenue growth.. Key account management Relationship building Sales negotiation. Build and maintain relationships with key clients. Develop account strategies and negotiate contracts. Ensure client satisfaction and retention."
5142,Contract,Graphic Designer,3 to 8 Years,B.Tech,$63K-$127K,Ankara,Turkey,Web Graphic Designer,"Web Graphic Designers create visually appealing graphics, images, and layouts for websites. They work closely with web developers and UI/UX designers to ensure that web content is aesthetically pleasing, on-brand, and engaging to users.. Graphic design tools (e.g., Adobe Creative Suite) Web design principles User interface (UI) design Visual communication Typography Creativity and artistic skills. Create visually appealing graphics and layouts for websites, digital marketing materials, and user interfaces. Ensure consistent branding across digital platforms. Optimize images and graphics for web use."
5143,Intern,Financial Advisor,4 to 8 Years,MBA,$55K-$130K,Bucharest,Romania,Investment Advisor,"Investment Advisors offer financial advice to clients, helping them make investment decisions, manage portfolios, and achieve their financial goals.. Investment strategies Portfolio management Financial planning Risk assessment Regulatory compliance. Provide investment advice and portfolio management services. Assess clients financial goals and risk tolerance. Monitor market trends and recommend investment strategies."
5144,Contract,Sales Representative,4 to 15 Years,MBA,$57K-$102K,Beijing,China,Outside Sales Representative,"Outside Sales Representatives meet with potential customers in person to sell products or services. They build relationships, identify sales opportunities, and provide product information and solutions to meet the needs of clients and achieve sales goals.. Sales prospecting and networking Face-to-face sales meetings Territory management Consultative selling Relationship building Sales tracking and reporting. Meet potential clients in person, attend industry events, and build and maintain relationships to drive sales. Conduct product demonstrations and presentations. Negotiate contracts and pricing."
5145,Part-Time,Software Architect,2 to 13 Years,PhD,$58K-$106K,"Capitol Hill, Saipan",Northern Mariana Islands,Enterprise Architect,"An Enterprise Architect oversees the overall IT infrastructure, ensuring it supports business processes, and develops strategies to enhance the organizations technology landscape.. Enterprise architecture Business strategy alignment IT governance and compliance. Focus on aligning software solutions with overall enterprise architecture. Ensure scalability, security, and interoperability. Evaluate and recommend technology stacks and tools."
5146,Intern,Java Developer,0 to 11 Years,BCA,$60K-$96K,Dodoma,Tanzania,Java Software Engineer,"Java Software Engineers develop and maintain software applications using the Java programming language. They write code, debug applications, and collaborate with cross-functional teams to deliver high-quality software solutions.. Java programming Java frameworks (e.g., Spring) Object-oriented design Code debugging Software development Problem-solving skills. Design, code, test, and maintain Java-based software applications. Collaborate with cross-functional teams on software development projects. Debug and resolve software defects and issues."
5147,Contract,Digital Marketing Specialist,0 to 9 Years,M.Tech,$59K-$114K,Nuku?alofa,Tonga,Social Media Manager,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.. Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising. Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics."
5148,Intern,Data Entry Clerk,2 to 9 Years,BCA,$59K-$113K,Dili,Timor-Leste,Record Keeper,"A Record Keeper is responsible for maintaining accurate records and databases, ensuring data integrity, and assisting in data retrieval when needed.. Records management Data entry and retrieval Attention to detail. Maintain records, files, and documentation in an organized manner. Ensure compliance with record-keeping policies and regulations. Retrieve and update records as needed."
5149,Contract,Investment Banker,2 to 10 Years,MBA,$64K-$124K,Georgetown,Guyana,Mergers and Acquisitions Advisor,"A Mergers and Acquisitions Advisor assists in evaluating potential mergers and acquisitions, conducting due diligence, and providing strategic recommendations for corporate transactions.. Mergers and acquisitions (M&A) expertise Due diligence Valuation techniques. Advise on mergers, acquisitions, and corporate finance transactions. Perform due diligence and financial analysis. Negotiate and structure deals."
5150,Intern,Chemical Analyst,1 to 10 Years,PhD,$65K-$96K,Torshavn,Faroe Islands,Analytical Chemist,"As an Analytical Chemist, your primary responsibility is to analyze chemical compounds and substances using various laboratory techniques and equipment. You will conduct experiments, interpret results, and generate reports. Your role may involve developing analytical methods, maintaining lab equipment, and adhering to safety protocols to ensure accurate and reliable analyses.. Analytical chemistry Laboratory techniques Instrumentation Data analysis Quality control Sample preparation Scientific software (e.g., ChemDraw). Perform chemical analyses and experiments to identify and quantify chemical substances. Operate laboratory equipment and instruments. Document and analyze test results."
5151,Intern,Legal Secretary,2 to 12 Years,BBA,$62K-$93K,Tripoli,Libya,Legal Assistant,"A Legal Assistant supports legal professionals by performing administrative and research tasks, organizing legal documents, and assisting with legal proceedings and documentation.. Legal research Document drafting Communication skills Legal software proficiency Attention to detail. Provide administrative support to legal professionals, including document preparation and filing. Maintain legal files and records. Schedule appointments and manage calendars."
5152,Full-Time,Psychologist,3 to 9 Years,B.Com,$62K-$82K,Basseterre,St. Kitts and Nevis,School Psychologist,"School Psychologists work in educational settings, supporting students emotional and academic development. They provide counseling and assessments to enhance learning outcomes.. School psychology Special education knowledge Assessment and testing Individualized education plans Collaboration skills. Work in educational settings to support students emotional and psychological well-being. Conduct assessments, provide counseling, and collaborate with educators. Assist in the development of individualized education plans."
5153,Intern,Substance Abuse Counselor,4 to 15 Years,M.Com,$63K-$118K,Tegucigalpa,Honduras,Recovery Coach,"A Recovery Coach offers guidance and support to individuals in addiction recovery, aiding in their journey toward sobriety and helping them build a stable and fulfilling life.. Addiction recovery support Motivational interviewing Relapse prevention strategies. Offer ongoing support and guidance to individuals in recovery. Assist with relapse prevention strategies and coping skills. Foster a supportive and empathetic relationship."
5154,Part-Time,Marketing Director,0 to 8 Years,BA,$57K-$117K,Majuro,Marshall Islands,Marketing Communications Director,"Marketing Communications Directors manage marketing communication efforts. They oversee messaging, branding, and promotional activities to effectively reach target audiences.. Marketing communication Public relations Content strategy Crisis management Media relations. Lead marketing communications efforts, including public relations and content marketing. Create marketing collateral and press releases. Manage media relations and crisis communications."
5155,Intern,Software Tester,0 to 11 Years,BCA,$55K-$106K,Ankara,Turkey,Performance Tester,"A Performance Tester assesses the performance and scalability of software applications. They conduct load and stress testing to identify bottlenecks and optimize performance.. Performance testing methodologies Load testing tools (e.g., JMeter) Test script development Performance profiling and analysis Bottleneck identification. Evaluate software performance and scalability through load and stress testing. Identify performance bottlenecks and optimize system performance. Generate performance reports and recommendations."
5156,Full-Time,Content Writer,3 to 8 Years,M.Com,$58K-$91K,"Malabo (de jure),",Equatorial Guinea,Copywriter,"Copywriters create compelling written content for various mediums, such as advertising, websites, and marketing materials. They craft persuasive and engaging messages that resonate with target audiences.. Copywriting Content creation SEO Marketing strategies Creativity. Create engaging and persuasive content for marketing materials, websites, blog posts, and social media. Conduct keyword research and SEO optimization. Proofread and edit content for accuracy and clarity."
5157,Contract,Financial Advisor,0 to 12 Years,BBA,$57K-$100K,Montevideo,Uruguay,Investment Advisor,"Investment Advisors offer financial advice to clients, helping them make investment decisions, manage portfolios, and achieve their financial goals.. Investment strategies Portfolio management Financial planning Risk assessment Regulatory compliance. Provide investment advice and portfolio management services. Assess clients financial goals and risk tolerance. Monitor market trends and recommend investment strategies."
5158,Contract,Graphic Designer,5 to 12 Years,M.Com,$56K-$110K,Managua,Nicaragua,UI/UX Designer,"UI/UX Designers focus on creating user-friendly and visually appealing interfaces for digital products. They conduct user research, design wireframes and prototypes, and collaborate with development teams to ensure a seamless and enjoyable user experience.. User interface (UI) design User experience (UX) design Wireframing and prototyping tools (e.g., Sketch, Figma) Usability testing Information architecture Interaction design Mobile and responsive design. Focus on user interface (UI) and user experience (UX) design for websites and applications to enhance user engagement. Conduct user research and usability testing. Collaborate with developers to implement designs."
5159,Full-Time,Software Tester,2 to 14 Years,M.Com,$59K-$86K,Kabul,Afghanistan,Automation Tester,"An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts.. Test automation tools (e.g., Selenium, Appium) Scripting languages (e.g., Python, Java) Test framework development Continuous integration tools Test data management. Implement and maintain test automation frameworks. Write automated test scripts for regression testing. Analyze test results and provide feedback for continuous improvement."
5160,Part-Time,Financial Analyst,1 to 15 Years,B.Com,$61K-$108K,Copenhagen,Denmark,Financial Planner,"Financial Planners help clients achieve their financial goals by providing personalized financial advice and investment strategies. They assess clients financial situations, develop financial plans, and offer recommendations on savings, investments, and retirement planning.. Financial planning Investment strategy Retirement planning Tax knowledge. Assist clients with financial planning, investment strategies, and retirement planning. Conduct comprehensive financial assessments. Provide personalized financial advice and recommendations."
5161,Contract,Sales Representative,0 to 12 Years,MCA,$59K-$103K,Doha,Qatar,Inside Sales Representative,"Inside Sales Representatives are responsible for selling products or services to customers over the phone or through online channels. They engage with leads, answer customer inquiries, and use persuasive communication to close sales and meet revenue targets.. Sales prospecting and lead generation Sales presentation and communication CRM software (e.g., Salesforce) Sales negotiation and closing techniques Product knowledge Relationship building. Identify and qualify sales leads, conduct sales presentations, and close deals through phone and email. Maintain accurate sales records and reports. Provide excellent customer service throughout the sales process."
5162,Full-Time,Event Planner,4 to 8 Years,M.Com,$61K-$107K,Kabul,Afghanistan,Event Coordinator,"Event Coordinators plan and execute various events, including conferences, parties, and meetings, managing logistics, budgets, and vendor relationships.. Event planning Vendor coordination Budget management Marketing and promotion Logistics. Plan and coordinate events, including logistics, vendor management, and timelines. Communicate with clients to understand event goals and preferences. Ensure smooth event execution."
5163,Contract,Procurement Manager,0 to 8 Years,MBA,$56K-$87K,Stockholm,Sweden,Supplier Diversity Manager,"Promote diversity and inclusion in the supply chain, manage supplier diversity programs, and assess supplier performance.. Supplier diversity programs Diversity and inclusion initiatives Supplier assessment and certification Data collection and reporting Vendor outreach and engagement Strategic planning Communication skills Relationship building Attention to diversity and inclusion principles. Promote supplier diversity initiatives and inclusion. Identify and onboard diverse suppliers. Monitor compliance with diversity goals and regulations."
5164,Full-Time,Network Administrator,0 to 9 Years,BBA,$64K-$116K,Ottawa,Canada,Network Engineer,"Design, implement, and maintain computer networks, troubleshoot network issues, and ensure network performance and security.. Network infrastructure design Routing and switching Network protocols (e.g., TCP/IP) Cisco or Juniper certifications Troubleshooting and diagnostics Security protocols Wireless networking Network monitoring Collaboration Problem-solving Attention to detail. Design, configure, and maintain network infrastructure. Troubleshoot network issues and optimize performance. Collaborate with IT teams on network projects."
5165,Temporary,Marketing Analyst,0 to 15 Years,BBA,$60K-$104K,Dodoma,Tanzania,Data Analyst,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.. Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen. Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards."
5166,Temporary,Marketing Analyst,0 to 12 Years,BBA,$64K-$129K,Kingston,Jamaica,Digital Marketing Analyst,"Analyze digital marketing campaigns, track performance metrics, and optimize online marketing strategies.. Digital marketing strategies Analytics and reporting SEO and SEM Social media marketing Email marketing Data interpretation Marketing automation tools A/B testing Communication skills Problem-solving Attention to detail Marketing knowledge. Focus on digital marketing data analysis, including website traffic, SEO, and social media metrics. Optimize digital marketing campaigns based on data-driven insights. Report on digital marketing performance."
5167,Full-Time,Chemical Analyst,5 to 14 Years,PhD,$65K-$122K,Port-au-Prince,Haiti,Quality Control Analyst,"In the role of a Quality Control Analyst, you will be responsible for inspecting and testing products to ensure they meet quality standards and specifications. You will use quality control tools and processes to identify defects, document findings, and recommend improvements. Your role is essential in maintaining product quality and customer satisfaction.. Quality control Quality assurance QC testing methods Compliance standards Root cause analysis Documentation Statistical analysis. Ensure the quality and consistency of chemical products and processes through testing and inspection. Identify non-conformities and deviations. Maintain quality control documentation."
5168,Temporary,Human Resources Manager,1 to 14 Years,BA,$57K-$120K,Paramaribo,Suriname,Employee Relations Specialist,"Employee Relations Specialists focus on maintaining positive relationships between employees and the organization. They address workplace issues, conduct investigations, mediate conflicts, and promote a healthy and productive work environment.. Employee conflict resolution HR compliance Employee engagement Communication skills. Address employee concerns, resolve conflicts, and implement HR policies and programs to foster a positive work environment. Conduct investigations and recommend corrective actions. Promote employee engagement and satisfaction."
5169,Part-Time,UX/UI Designer,1 to 11 Years,MBA,$60K-$101K,Lima,Peru,User Experience Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.. User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows. Design and improve user experiences (UX) by creating intuitive and user-friendly interfaces for websites and applications. Conduct user research and usability testing. Collaborate with stakeholders to gather and incorporate feedback."
5170,Contract,Physical Therapist,3 to 14 Years,PhD,$58K-$89K,Paris,France,Pediatric Physical Therapist,"Specialize in providing physical therapy to children, addressing developmental and mobility issues.. Pediatric rehabilitation Developmental assessments Child psychology knowledge. Work with children with developmental or physical disabilities. Provide therapy to improve mobility and motor skills. Collaborate with parents and caregivers."
5171,Intern,Sales Representative,5 to 12 Years,MCA,$61K-$83K,Tarawa,Kiribati,Account Executive,"Account Executives manage and grow relationships with existing clients or customers. They understand client needs, propose solutions, negotiate contracts, and ensure customer satisfaction, often working closely with sales and customer support teams.. Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting. Manage client accounts, negotiate contracts, and achieve revenue targets by selling products or services. Provide ongoing support and solutions to clients. Collaborate with cross-functional teams to meet client needs."
5172,Intern,Marketing Coordinator,3 to 12 Years,BA,$59K-$129K,Vilnius,Lithuania,Marketing Specialist,"Marketing Specialists develop and implement marketing campaigns, analyze market trends, and promote products or services to target audiences.. Market research and analysis Content creation and copywriting Social media management SEO and digital marketing Marketing automation tools proficiency. Assist in the development and execution of marketing campaigns and strategies. Create marketing collateral and content. Monitor and report on marketing performance metrics."
5173,Part-Time,Legal Counsel,4 to 11 Years,B.Tech,$65K-$85K,San Jose,Costa Rica,Corporate Attorney,"Corporate Attorneys provide legal counsel and representation to organizations. They handle legal matters, contracts, mergers, acquisitions, and ensure compliance with laws and regulations relevant to the business.. Corporate law and regulations Contract drafting and negotiation Legal research and analysis Risk management Excellent communication and negotiation skills. Provide legal advice and guidance on corporate matters, contracts, and regulatory compliance. Draft and review legal documents and agreements. Represent the company in legal proceedings."
5174,Part-Time,SEM Specialist,2 to 14 Years,BCA,$57K-$126K,Conakry,Guinea,Search Engine Marketer,"Search Engine Marketers optimize online content for search engines. They use SEO strategies to improve website rankings, increase organic traffic, and enhance online visibility.. Search engine marketing PPC advertising SEO strategy Data analysis Digital marketing skills. Plan and execute search engine marketing (SEM) campaigns, including Google Ads and Bing Ads. Conduct keyword research and ad optimization. Analyze SEM performance metrics."
